company_id,type,rule_id,text,confidence_pct
LICI,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,74.0
LODHA,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,80.0
LODHA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0
LODHA,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,74.0
LT,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,78.0
LT,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,88.0
LTIM,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,78.0
LTIM,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,88.0
LTIM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
LTIM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,84.0
LTIM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
M&M,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,74.0
M&M,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80.0
M&M,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,74.0
MARUTI,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,64.0
MARUTI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
MARUTI,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,92.0
MARUTI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
MARUTI,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,74.0
MOTHERSON,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,66.0
MOTHERSON,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
NAUKRI,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,62.0
NAUKRI,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,92.0
NAUKRI,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,84.0
NAUKRI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0
NAUKRI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
NESTLEIND,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,62.0
NESTLEIND,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,88.0
NESTLEIND,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
NESTLEIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
NESTLEIND,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80.0
NESTLEIND,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,74.0
NHPC,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,76.0
NHPC,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,80.0
NHPC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
NHPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0
NHPC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
NTPC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,62.0
NTPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0
NTPC,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,74.0
ONGC,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,66.0
ONGC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
ONGC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
ONGC,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,74.0
PFC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,62.0
PFC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,88.0
PFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0
PFC,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,74.0
PIDILITIND,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,62.0
PIDILITIND,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,92.0
PIDILITIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
PIDILITIND,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,74.0
PNB,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,62.0
PNB,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,88.0
PNB,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,84.0
PNB,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,74.0
POWERGRID,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,66.0
POWERGRID,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
POWERGRID,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0
POWERGRID,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,74.0
RECLTD,con,CON_01,Debt-to-equity ratio of 6.42 is elevated for a non-financial company and warrants monitoring,85.0
RECLTD,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,84.0
RECLTD,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,74.0
RECLTD,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0
RECLTD,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80.0
RECLTD,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,74.0
RELIANCE,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,66.0
RELIANCE,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,64.0
SBILIFE,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,64.0
SBILIFE,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,92.0
SBILIFE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,84.0
SBILIFE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
SBILIFE,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,74.0
SBIN,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,65.0
SBIN,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,65.0
SHREECEM,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,62.0
SHREECEM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
SHREECEM,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,74.0
SHRIRAMFIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,62.0
SHRIRAMFIN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,84.0
SHRIRAMFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0
SHRIRAMFIN,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,74.0
SIEMENS,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,64.0
SIEMENS,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,92.0
SIEMENS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
SIEMENS,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80.0
SIEMENS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82.0
SIEMENS,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,74.0
SUNPHARMA,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,62.0
SUNPHARMA,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,92.0
SUNPHARMA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0
SUNPHARMA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
SUNPHARMA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80.0
TATACONSUM,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,64.0
TATACONSUM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
TATACONSUM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,84.0
TATACONSUM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
TATAMOTORS,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,66.0
TATAMOTORS,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,74.0
TATAPOWER,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,64.0
TATAPOWER,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,84.0
TATAPOWER,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,74.0
TATASTEEL,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,66.0
TATASTEEL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
TCS,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,62.0
TCS,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,88.0
TCS,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
TCS,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0
TCS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
TCS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82.0
TCS,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,74.0
TECHM,con,CON_07,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",80.0
TECHM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
TECHM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
TECHM,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,74.0
TITAN,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,76.0
TITAN,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,88.0
TITAN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,84.0
TITAN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80.0
TITAN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82.0
TORNTPHARM,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,66.0
TORNTPHARM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,85.0
TORNTPHARM,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82.0
TORNTPHARM,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80.0
TORNTPHARM,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,74.0
TRENT,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,64.0
TRENT,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,84.0
TRENT,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80.0
TRENT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82.0
TRENT,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,74.0
TVSMOTOR,con,CON_01,Debt-to-equity ratio of 3.83 is elevated for a non-financial company and warrants monitoring,85.0
TVSMOTOR,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,84.0
TVSMOTOR,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,74.0
TVSMOTOR,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80.0
TVSMOTOR,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82.0
